id,name,age,salary,department,bonus,commission,score,rating,ot_hours,ot_amount
4376,David,38,80011,Marketing,19314,2394.67,49,3.33,3.6,3549
4377,Helen,49,105670,HR,13890,21527.37,77,4.65,27.1,7577
4378,Frank,40,56842,HR,11981,29804.31,78,3.02,35.8,5432
4379,Grace,53,36415,Sales,18420,41206.26,32,3.12,38.4,6804
4380,Frank,41,88160,Admin,11464,24365.45,36,4.62,28.2,2226
4381,Helen,58,39419,Finance,19906,40635.0,78,2.6,44.5,6438
4382,Frank,33,34009,Admin,18001,16833.73,7,3.16,14.5,2989
4383,Helen,34,33712,IT,14858,38161.85,20,1.53,46.1,1860
4384,David,64,41513,Sales,11381,11876.63,62,4.12,16.1,4055
4385,Bob,27,25698,HR,14883,34261.59,50,2.3,2.9,3386
4386,Alice,64,67749,Admin,8647,3561.7,2,1.55,39.9,2045
4387,Alice,43,55788,Admin,7661,9281.04,71,4.43,29.8,722
4388,Grace,31,116939,IT,16393,48774.88,36,1.17,5.9,3850
4389,Eva,47,77600,Admin,12262,27103.23,70,2.02,14.4,1649
4390,Bob,30,91268,Admin,9349,31664.05,83,3.17,1.2,5574
4391,Eva,49,98897,IT,13081,24357.53,58,3.35,17.0,2663
4392,Helen,47,113550,IT,11345,49295.26,66,4.97,20.8,7025
4393,Bob,50,102341,Sales,12433,42165.73,96,3.91,14.8,1463
4394,Grace,61,118928,Admin,9894,15888.57,46,1.68,49.1,4307
4395,Bob,52,53599,Finance,11844,47789.91,26,1.01,29.8,1687
4396,Alice,46,52066,Sales,19389,39624.26,6,4.94,41.3,7101
4397,Helen,63,93739,Sales,14469,12111.18,69,3.91,9.7,6939
4398,Charlie,18,74093,HR,7037,15403.08,83,3.44,16.2,3212
4399,David,61,69850,Finance,17447,11648.54,49,2.43,43.5,1443
4400,Charlie,37,90843,Sales,17720,44744.68,20,2.2,37.5,6553
4401,Charlie,27,34865,HR,4131,37692.47,4,3.63,23.8,2799
4402,David,27,97105,HR,5848,35760.21,17,4.04,23.2,3207
4403,Alice,47,36692,HR,1961,6710.19,76,2.36,8.6,3440
4404,Frank,38,110710,Admin,11586,38532.03,64,2.81,19.2,1275
4405,Bob,44,73453,IT,8230,45480.54,34,3.37,41.6,5666
4406,Charlie,46,39094,Marketing,3805,45512.59,10,1.93,48.6,931
4407,David,32,47449,Marketing,17264,37617.79,55,3.56,10.4,1949
4408,Frank,62,100191,IT,16676,22166.22,39,3.43,1.0,3093
4409,Frank,36,50490,IT,7548,23807.58,73,3.15,38.7,2177
4410,Alice,41,112689,Admin,10891,24317.0,85,4.38,33.8,7701
4411,Charlie,30,83928,Sales,15516,14552.23,42,4.16,27.0,4615
4412,Grace,42,75427,Admin,1326,27041.55,26,2.57,32.0,7808
4413,David,61,66769,HR,10506,44744.02,19,1.43,47.5,2861
4414,Bob,34,68827,Finance,7526,19022.41,80,4.88,24.9,7951
4415,Bob,54,110226,Sales,3099,3184.97,74,2.63,37.4,3560
4416,David,50,117542,Admin,9884,35405.93,91,3.27,20.7,1109
4417,David,28,92994,HR,16124,4001.84,26,2.73,5.3,7414
4418,Helen,24,100085,HR,9162,36570.46,66,4.86,4.0,7437
4419,Charlie,44,78070,Finance,14666,31329.67,6,3.98,9.7,7784
4420,Frank,64,109778,Sales,16999,37670.67,2,3.2,34.3,1980
4421,Grace,54,88422,Admin,13005,7715.15,98,1.36,47.1,1922
4422,Helen,48,65341,Sales,10772,3245.01,44,2.77,36.6,942
4423,Eva,56,94136,Admin,15972,14826.08,17,4.0,20.1,2002
4424,Grace,45,77909,Marketing,6543,21170.15,91,1.42,27.9,4880
4425,Grace,27,40245,HR,14871,36596.31,75,3.91,28.3,4058
4426,Charlie,56,96802,HR,16650,46291.14,4,1.56,5.8,2407
4427,Bob,52,81119,Finance,10990,40226.72,68,2.85,29.1,7026
4428,Bob,36,48048,HR,17987,46991.0,62,3.29,49.0,2451
4429,Eva,26,91193,Finance,8165,15847.32,53,1.96,31.6,4439
4430,Grace,27,74994,Marketing,9296,784.51,46,3.58,35.2,2684
4431,Grace,28,91652,IT,11551,5412.96,98,2.44,7.6,7387
4432,Helen,43,106085,HR,8058,11408.73,23,3.51,43.7,7598
4433,Frank,34,105502,Finance,13746,37900.54,65,4.62,37.2,2544
4434,Frank,56,116493,Marketing,4699,12251.44,45,1.14,45.5,7824
4435,Alice,19,115812,Marketing,4365,21213.25,44,3.64,0.8,3348
4436,Helen,51,39747,Marketing,2639,43780.43,45,2.06,43.3,6136
4437,Alice,59,79908,IT,13143,11650.79,44,3.75,0.5,6796
4438,Alice,33,94017,Admin,19581,13252.39,19,1.68,16.2,5185
4439,Frank,26,62111,Marketing,3684,7062.17,6,3.51,39.6,2038
4440,Alice,46,40230,HR,18376,44618.84,78,2.24,12.0,1247
4441,Frank,29,34753,IT,10013,12919.0,56,1.8,34.2,2536
4442,Alice,18,89819,Admin,17604,46234.53,17,3.87,15.4,7729
4443,Alice,43,52841,Finance,16276,23734.46,99,1.09,24.1,2775
4444,Frank,29,64131,IT,10543,45865.61,79,2.78,21.3,5372
4445,Alice,42,75157,Sales,7645,29072.79,99,4.58,37.7,7697
4446,Charlie,64,85848,Sales,12066,41543.81,76,3.38,35.8,4166
4447,Eva,49,84224,IT,1249,16148.1,13,2.09,22.1,4778
4448,Alice,51,63257,HR,19096,6909.7,88,1.42,43.8,1853
4449,Bob,52,97911,Sales,4703,46520.01,91,3.47,0.1,3432
4450,Charlie,48,34004,Finance,19164,48975.84,31,4.52,43.4,830
4451,Charlie,59,83206,Sales,6594,15301.02,51,1.07,26.7,3722
4452,Eva,39,20994,HR,4977,10702.2,51,4.48,20.3,3708
4453,Frank,46,31164,HR,12893,26538.54,89,1.18,36.8,5978
4454,Charlie,46,66324,Marketing,5198,8589.99,24,3.61,14.1,6517
4455,Charlie,36,36691,IT,10238,20043.42,12,2.34,42.1,5515
4456,Grace,52,71181,Admin,18441,20587.74,83,3.82,43.4,686
4457,Helen,44,95649,Finance,6831,36942.52,27,1.46,17.3,6340
4458,Frank,31,29666,Admin,2981,22710.86,54,2.73,5.4,1721
4459,Eva,49,55721,Marketing,11112,12324.67,86,2.07,31.6,5278
4460,Frank,61,89102,IT,16237,47934.46,42,3.27,36.4,6686
4461,Eva,43,95703,HR,19748,16437.53,58,1.24,44.0,7589
4462,Eva,22,86165,Marketing,1176,18849.74,84,4.36,27.6,6935
4463,Eva,39,34569,Sales,2522,3497.96,81,4.64,21.4,7602
4464,David,60,68034,Marketing,4739,26437.08,52,4.49,23.4,4086
4465,David,49,41012,Admin,1683,2758.22,24,2.42,34.3,7829
4466,Frank,34,84398,HR,17168,15872.11,46,4.06,48.6,5853
4467,Helen,61,97967,Admin,17366,17506.18,18,3.63,40.0,1166
4468,David,41,49957,Admin,19305,25240.61,69,4.31,9.1,5821
4469,Eva,50,40454,Admin,18398,27248.46,98,1.11,40.4,1767
4470,David,26,92466,Sales,4893,35110.18,51,4.43,32.9,7826
4471,Charlie,41,116907,Finance,17660,35353.21,29,1.71,40.3,1414
4472,David,21,99544,Admin,9342,23842.29,4,3.79,17.0,4439
4473,Alice,44,30177,IT,2073,43573.21,67,1.3,38.2,4484
4474,Bob,60,72953,HR,15264,24394.27,28,3.64,48.8,2359
4475,Eva,40,39592,Admin,15567,21018.94,45,3.32,12.1,4222
4476,Frank,60,90745,Admin,4855,12515.29,81,1.06,33.8,3200
4477,Eva,57,67073,IT,3411,29700.92,39,1.28,44.9,2509
4478,Charlie,36,52270,Marketing,18170,7957.84,84,2.34,16.6,2752
4479,Grace,56,106938,Admin,12408,49550.38,86,1.71,2.5,1011
4480,David,51,38670,Admin,4759,44485.31,72,3.88,38.1,6328
4481,Eva,40,71593,Finance,7939,6569.13,76,2.18,43.5,602
4482,Grace,42,59414,Marketing,3518,49368.82,66,1.95,45.1,2570
4483,Grace,31,109344,Marketing,4242,445.42,28,1.32,48.8,7254
4484,Frank,45,104510,Sales,2253,39304.04,91,3.92,29.2,2522
4485,Helen,23,118049,HR,9020,32187.2,72,1.09,18.9,1720
4486,Helen,57,44395,Admin,5018,28634.22,4,1.41,27.7,4084
4487,Frank,63,101692,IT,19988,27813.91,99,4.92,15.7,7344
4488,Charlie,25,103657,Sales,14032,33257.27,59,3.69,49.9,7944
4489,Charlie,41,98955,Finance,5935,18469.95,11,1.68,8.4,5552
4490,Charlie,39,31348,IT,12044,19732.46,30,2.36,37.3,6473
4491,Eva,48,49854,IT,1284,36473.63,20,4.29,24.6,2549
4492,Grace,42,103721,IT,6056,8205.91,57,4.43,18.0,4416
4493,Grace,43,58858,Admin,17695,8534.98,33,2.89,12.6,4548
4494,Frank,55,45489,HR,2837,1906.18,48,3.71,14.1,2843
4495,David,30,55483,Finance,1099,26705.07,50,1.63,46.0,4921
4496,Helen,35,105630,HR,17660,18920.12,32,1.56,35.6,2899
4497,Frank,18,71304,Sales,1269,22065.09,96,4.91,31.1,6187
4498,David,27,97945,Admin,5426,12717.75,47,1.72,16.1,5912
4499,Alice,33,22110,Admin,9201,3309.03,29,4.11,29.4,744
4500,Helen,63,77557,HR,16046,5942.77,29,4.96,14.5,659
4501,Bob,60,94732,Admin,8935,1197.48,23,1.97,16.0,2033
4502,Bob,51,101935,IT,11036,39677.08,22,1.0,1.5,3070
4503,Helen,43,118346,IT,2813,40160.9,11,1.44,3.7,1674
4504,Eva,52,48157,Finance,1283,10339.44,32,2.16,43.3,4464
4505,Grace,18,53108,Finance,4999,31851.84,98,1.77,13.0,5151
4506,David,33,50888,Marketing,17668,43029.2,30,2.79,1.5,2765
4507,Helen,55,34281,Admin,17464,5785.53,97,1.17,6.9,3911
4508,Grace,63,82606,Admin,10612,46434.16,2,2.51,0.1,6816
4509,Charlie,58,78694,HR,10531,49949.61,89,1.73,4.3,6083
4510,David,35,93518,Finance,18168,45878.17,8,3.29,44.6,3677
4511,Frank,60,89257,Admin,12408,28104.28,1,2.37,49.4,6826
4512,Charlie,32,46516,HR,2622,36553.31,92,2.53,31.5,7069
4513,Frank,60,109488,IT,10953,49987.78,75,1.41,5.0,4059
4514,Alice,40,96556,IT,8249,4917.98,34,2.87,18.5,1569
4515,Alice,32,65443,IT,8619,22087.27,66,1.19,10.0,4062
4516,David,18,64474,HR,9923,41234.97,95,1.6,8.8,4965
4517,Bob,40,65282,Admin,19776,14548.64,23,2.32,43.6,3815
4518,Eva,36,116732,Admin,19191,36279.31,51,3.94,47.9,5349
4519,Grace,53,116803,Finance,14610,27808.62,77,2.11,11.3,7093
4520,Grace,55,72497,HR,12840,17199.91,17,4.5,21.2,3253
4521,Frank,22,80368,Admin,17871,32508.24,81,2.71,8.4,1117
4522,Grace,46,114867,IT,2981,39088.94,43,1.67,1.4,5044
4523,Bob,48,54281,Marketing,16090,24749.07,51,1.46,3.6,3278
4524,David,46,96307,Marketing,3251,45018.63,1,1.01,36.6,5406
4525,Helen,61,67018,HR,1218,43840.58,30,3.39,8.8,7962
4526,Bob,29,55622,HR,19054,43046.26,61,1.7,17.4,3452
4527,Grace,36,75967,Admin,13712,32450.5,72,2.29,21.4,4252
4528,Alice,28,29549,Admin,16739,41306.0,34,4.39,27.8,5931
4529,David,50,92534,Sales,10294,46502.03,72,1.38,3.6,2230
4530,Frank,18,64407,Finance,15195,409.54,47,1.79,12.3,2116
4531,Alice,38,47643,IT,18564,39165.57,17,2.87,18.7,1473
4532,Charlie,34,117261,HR,3223,9280.16,34,1.36,5.1,4424
4533,Grace,31,105382,HR,14969,42184.94,5,3.18,41.1,4789
4534,Charlie,51,22996,Admin,5521,29828.66,34,1.22,42.7,4605
4535,Bob,18,78639,Admin,8200,32660.8,62,1.13,4.9,2466
4536,Bob,28,80279,Finance,14486,44596.34,58,2.16,3.8,1415
4537,Alice,26,100228,HR,7688,12751.08,25,2.21,40.0,5234
4538,Bob,40,60271,Admin,15741,37679.5,34,3.81,15.5,7584
4539,David,48,27343,Sales,5903,47514.75,52,1.18,4.6,2123
4540,Grace,56,76971,Marketing,18374,26614.0,38,2.95,44.9,2416
4541,Frank,29,87571,Sales,3014,24093.13,12,4.21,42.4,2088
4542,Grace,42,100040,Finance,2782,30418.64,74,4.02,13.6,7628
4543,Eva,34,71764,IT,17686,40870.79,58,4.06,5.6,6281
4544,Frank,53,56933,IT,3369,34911.96,70,2.91,16.4,4680
4545,Frank,32,54937,Admin,10024,29055.1,53,2.4,40.6,3864
4546,Alice,43,26540,Finance,9387,23914.22,47,3.87,47.5,3608
4547,Helen,19,56818,Sales,10500,42592.05,13,4.04,7.0,3438
4548,Helen,60,46188,Finance,9525,12907.49,94,1.47,26.9,5918
4549,Grace,49,54015,Marketing,5206,15856.19,64,3.33,38.0,1028
4550,Grace,20,85598,Sales,10975,3848.25,17,3.99,17.4,5517
4551,David,31,22182,Admin,5596,38619.67,22,2.2,32.9,5252
4552,Charlie,53,66268,HR,16101,36266.58,67,3.94,11.3,5957
4553,Grace,39,92441,HR,1102,26221.85,45,4.72,22.9,3142
4554,Charlie,32,81350,IT,13634,28069.2,75,3.78,22.4,1526
4555,Frank,46,92305,HR,17048,13306.52,92,4.04,49.5,2448
4556,Frank,33,24948,Marketing,6910,9847.94,22,2.53,35.6,5131
4557,Eva,48,64749,Marketing,16413,38430.39,72,4.02,31.4,4691
4558,Helen,21,71518,Sales,1982,44591.71,52,1.01,2.4,4584
4559,Grace,53,23423,Marketing,11336,27153.79,73,4.23,30.6,7292
4560,Helen,58,52461,Admin,4737,1208.84,80,4.96,26.6,6488
4561,David,20,95493,Admin,6159,33677.98,79,1.42,27.9,6500
4562,Bob,20,54716,HR,17264,23935.92,46,2.27,44.3,4768
4563,Frank,34,23000,Admin,17557,30251.71,80,2.85,39.0,5397
4564,Eva,30,86216,Sales,1328,40024.94,7,1.6,21.5,6398
4565,Grace,46,24876,IT,2335,41673.19,70,2.81,12.2,3276
4566,Frank,28,100018,Finance,5661,42234.7,71,4.2,34.2,2291
4567,Alice,54,42539,Finance,10824,14999.47,70,1.3,46.4,7540
4568,Grace,43,81547,Admin,12087,38598.55,10,5.0,38.3,6849
4569,Charlie,23,51006,HR,19527,20859.24,46,2.47,10.1,3148
4570,Bob,44,83809,Marketing,3463,18566.03,89,4.65,36.7,6627
4571,Charlie,22,41844,Marketing,2073,22126.64,81,1.72,2.3,4300
4572,David,18,38704,Admin,17435,22599.51,90,1.91,24.4,4801
4573,Helen,31,109832,HR,16549,806.22,60,1.61,30.1,7879
4574,Grace,31,117227,HR,5713,40645.03,32,4.13,33.4,2641
4575,Eva,62,88110,Finance,6326,10871.11,28,3.26,8.8,1475
4576,Bob,40,45457,Finance,14871,14431.94,59,4.91,0.8,2257
4577,Helen,64,78555,Finance,11109,8338.46,89,2.98,40.1,2689
4578,Charlie,20,73685,Finance,16494,17788.24,88,1.92,43.1,4238
4579,Helen,37,101127,Admin,2166,27455.84,37,2.77,28.5,4912
4580,Alice,32,49658,IT,18949,19325.09,78,2.75,2.8,6153
4581,Alice,28,40181,HR,12044,22443.88,89,4.11,43.3,5336
4582,Charlie,19,57896,HR,9404,14629.82,76,4.81,18.4,5159
4583,David,24,66907,Finance,5701,19201.15,51,1.13,5.2,7972
4584,Alice,28,45284,HR,16709,17795.54,50,3.39,11.6,3442
4585,Frank,57,109186,Sales,2438,29411.8,67,4.79,7.2,7784
4586,Helen,26,81466,Sales,13492,40073.46,27,3.57,37.6,4195
4587,Frank,30,55624,Sales,4002,45615.63,94,2.08,6.1,2918
4588,David,49,116968,IT,2814,17062.83,24,2.11,27.5,2186
4589,Grace,24,97417,IT,1866,22980.47,82,1.66,22.3,2831
4590,Bob,32,69290,Sales,11065,2930.0,28,4.88,47.2,4017
4591,Frank,61,45783,HR,11949,45960.8,83,3.92,30.6,7567
4592,Grace,24,37826,HR,7776,43334.6,71,2.85,24.5,4743
4593,Grace,35,92379,Finance,11680,7545.42,82,1.24,15.3,5474
4594,Helen,40,30055,Finance,1827,40620.04,71,2.98,22.1,1236
4595,Charlie,36,52591,Marketing,6258,34081.31,60,2.02,4.8,5494
4596,Bob,22,74210,Sales,8306,14400.85,70,4.99,16.1,4468
4597,Alice,37,114284,Marketing,6513,34008.22,46,3.25,17.0,4640
4598,Frank,63,77126,Sales,16465,48437.44,53,3.2,21.3,1542
4599,Eva,64,119804,Finance,12137,40597.96,79,4.6,26.6,6794
4600,Alice,60,108344,Marketing,7436,3763.08,41,2.87,23.9,5712
4601,Charlie,36,97421,Finance,8993,5682.83,81,2.62,17.1,5076
4602,Charlie,63,54201,HR,17162,30011.59,79,2.65,47.2,4306
4603,Eva,39,24202,Marketing,15206,43119.75,71,1.91,11.4,6283
4604,Helen,64,106377,IT,8525,16057.51,96,1.22,6.2,2724
4605,Eva,33,77989,Admin,2162,7807.48,85,4.6,47.9,3591
4606,Grace,57,92164,Sales,18435,30679.31,39,3.85,17.7,1363
4607,David,52,23865,HR,8924,17830.94,70,4.29,49.3,2747
4608,Eva,25,80052,IT,15000,9696.34,67,2.06,43.4,7415
4609,David,45,94682,HR,8260,18157.58,81,4.11,1.8,3832
4610,Helen,39,86217,Admin,6786,1171.92,19,4.12,27.1,2364
4611,Charlie,63,71802,IT,12610,31270.87,80,3.45,17.5,6622
4612,Grace,54,83756,Admin,14422,23305.02,52,4.49,39.2,5582
4613,Bob,40,29357,HR,1034,7191.69,78,4.24,5.1,6507
4614,Frank,60,45294,Marketing,4304,3228.92,98,3.49,45.1,2226
4615,Eva,19,87987,Sales,10891,12289.5,44,2.35,28.6,2436
4616,David,51,84918,Finance,5045,11976.29,6,1.21,3.8,5243
4617,Frank,18,101393,Finance,3234,33224.23,58,1.84,7.9,7578
4618,David,21,21349,Finance,9730,37998.02,57,2.88,15.5,3342
4619,Grace,24,66703,HR,4428,49690.1,48,1.22,33.8,7137
4620,Grace,41,44116,HR,19637,38364.17,8,2.72,11.5,653
4621,Bob,51,92608,HR,2007,32167.75,82,1.69,6.3,2762
4622,Alice,18,49877,IT,16318,35290.42,49,1.33,49.5,7621
4623,Charlie,53,75197,Sales,6327,13958.07,96,1.23,31.8,4188
4624,Helen,49,43641,Marketing,15727,40905.24,96,1.37,18.2,3913
4625,Grace,22,101742,IT,15052,4499.45,71,3.54,23.8,4868
4626,Frank,41,76427,Marketing,17313,12356.38,51,1.7,35.5,7284
4627,Grace,33,83578,Admin,9567,18230.3,93,4.39,16.9,4740
4628,Frank,34,22089,HR,6407,6315.11,33,1.17,20.6,6161
4629,Charlie,60,118850,Marketing,11871,7059.38,13,4.21,27.0,4718
4630,Charlie,38,58304,IT,17808,42581.4,13,2.69,8.4,5721
4631,Charlie,64,25068,IT,3499,49649.64,16,1.88,6.8,3418
4632,Charlie,45,97808,IT,6136,39314.77,20,3.54,15.2,5761
4633,Frank,18,101663,IT,10501,11551.92,57,2.06,13.4,772
4634,Alice,43,83188,Admin,13547,17652.95,90,1.7,0.8,2143
4635,Helen,64,105135,Admin,10453,31261.58,8,2.15,0.7,3291
4636,Frank,25,55232,Marketing,13015,37579.1,25,4.0,47.5,504
4637,Eva,52,27921,Sales,4028,9811.64,22,4.3,40.7,4286
4638,Alice,20,30343,IT,8350,29046.5,94,1.83,48.6,7608
4639,Alice,32,72712,HR,8801,28631.48,17,3.14,27.9,6747
4640,Eva,63,52662,Marketing,1441,27332.99,16,2.83,32.9,7419
4641,Frank,32,42535,Admin,1842,7094.44,90,2.24,13.8,4620
4642,Charlie,53,38115,Finance,11008,44078.81,70,3.53,43.7,5464
4643,Alice,50,51279,Finance,7621,22005.99,63,4.65,15.4,1102
4644,David,63,49877,Admin,14589,5219.04,46,1.25,42.7,6274
4645,Frank,59,34883,Sales,15811,10940.88,70,3.25,41.5,7690
4646,Eva,50,103943,Marketing,9956,18480.21,66,4.42,32.2,2416
4647,Alice,62,38936,IT,11820,42269.98,93,2.92,20.9,2271
4648,Helen,37,79502,IT,15572,14276.77,71,4.97,22.8,1429
4649,Charlie,40,94480,HR,3697,22910.92,75,1.79,34.2,1232
4650,Helen,64,62382,Admin,5333,45631.47,30,2.08,29.7,4179
4651,Alice,35,84646,HR,14485,33287.94,10,4.87,29.5,6336
4652,David,36,118060,Marketing,1230,2422.91,56,4.68,33.9,725
4653,Frank,26,87711,HR,9372,42522.26,79,1.08,21.7,4530
4654,David,26,95561,HR,16312,14224.14,26,3.88,38.6,6951
4655,Helen,28,75443,Finance,13701,17475.97,80,1.62,30.4,6340
4656,Grace,47,118676,Sales,9751,27457.62,49,1.56,41.9,604
4657,Frank,64,44172,Sales,17910,24412.97,11,4.96,4.1,4265
4658,Grace,50,32047,Sales,8666,29696.24,58,1.39,18.3,1719
4659,Frank,52,27150,Sales,9538,35068.73,61,2.81,19.8,1187
4660,Frank,60,105599,Sales,3734,9264.98,41,3.99,4.3,1417
4661,Charlie,51,106386,HR,1382,10796.23,46,2.88,22.2,7152
4662,David,24,101490,Marketing,9421,18222.78,25,1.34,23.4,4024
4663,Charlie,24,55279,Finance,14104,14803.55,88,1.67,3.6,2554
4664,Grace,19,89109,Admin,13439,3787.38,52,3.84,27.4,1954
4665,Frank,41,70507,IT,6657,23892.94,49,4.93,31.4,6201
4666,David,34,44323,Sales,2636,21245.09,12,2.96,3.5,5546
4667,Charlie,37,79348,IT,6153,40948.83,35,1.66,44.9,1245
4668,Grace,37,50117,Admin,9680,19593.2,55,3.15,47.0,7628
4669,Frank,50,75211,HR,4804,19376.41,12,1.95,34.7,4707
4670,Frank,19,110122,Marketing,12780,32588.38,49,1.72,1.5,5769
4671,Bob,56,82996,IT,4557,33253.48,90,1.31,47.5,1277
4672,Grace,56,45617,Marketing,5604,45389.59,76,1.82,9.9,3881
4673,Alice,29,51827,HR,12622,3460.28,44,1.49,10.8,1562
4674,David,20,112391,Marketing,18908,32243.06,79,1.86,48.2,640
4675,Helen,23,103126,HR,12765,34665.68,97,2.15,14.8,1231
4676,Frank,35,104985,Admin,4201,1727.0,29,4.33,8.7,7386
4677,Helen,45,65923,Admin,13056,2602.71,68,2.93,27.0,4757
4678,Helen,51,108016,IT,15465,7559.87,31,1.51,8.8,7797
4679,Grace,48,42116,Sales,14540,39332.18,5,4.44,5.5,3149
4680,Bob,20,118105,Sales,2786,5361.06,27,3.22,40.1,3259
4681,Eva,32,102349,Finance,14441,29421.33,65,2.51,36.5,4347
4682,Alice,43,96746,Finance,16785,40112.8,89,2.76,34.0,4473
4683,Charlie,27,109466,HR,1999,44694.22,40,2.58,22.2,6682
4684,Eva,23,95173,Marketing,2454,33243.12,67,4.04,17.6,2539
4685,Bob,39,90792,Sales,3733,4876.71,60,1.37,28.4,4562
4686,David,54,86038,Admin,5634,18541.81,38,1.92,22.9,1452
4687,Frank,43,70110,IT,5300,38426.82,17,4.24,39.3,6633
4688,Alice,19,115040,Admin,19794,18102.34,79,3.76,25.2,6468
4689,David,54,97839,Admin,2740,21213.6,15,1.51,14.8,5892
4690,Frank,55,64752,IT,19050,31544.34,45,3.37,11.5,4762
4691,Grace,51,66990,Sales,14660,21699.9,36,4.21,39.3,5972
4692,David,33,73774,HR,15388,33757.09,29,4.32,11.9,6185
4693,Alice,52,105182,Finance,12998,42125.16,44,4.9,40.1,6308
4694,Charlie,25,113884,Sales,11123,39316.86,60,2.8,24.0,4602
4695,Bob,51,72906,HR,13803,25593.01,30,4.45,0.4,3093
4696,Grace,45,113476,HR,1618,42315.73,33,2.15,9.5,1410
4697,Frank,41,104355,Finance,14959,16646.26,57,1.27,13.0,4156
4698,David,57,80337,Finance,10826,36513.6,85,3.47,41.0,5745
4699,Alice,39,116706,Admin,14756,944.65,66,4.91,42.6,1247
4700,Charlie,36,92037,Marketing,2300,36079.72,71,2.77,43.4,2725
4701,Eva,58,82772,Finance,9627,37228.47,51,1.89,22.0,7540
4702,Eva,62,50670,IT,3839,44738.68,2,2.65,41.2,5485
4703,David,40,30635,Finance,1527,36500.19,89,3.44,3.0,3086
4704,Eva,47,110879,Finance,10345,15282.76,31,3.01,46.3,4598
4705,Eva,63,52679,Sales,13024,34086.42,1,2.19,1.2,4886
4706,Bob,23,22245,HR,1796,2908.25,83,2.92,41.2,3095
4707,Bob,36,23484,Sales,10534,15261.4,2,4.4,25.0,1499
4708,Grace,51,40678,HR,12796,36932.12,17,4.71,12.5,1349
4709,Charlie,21,97980,Finance,4112,18009.69,53,4.34,16.1,3690
4710,Alice,20,39748,HR,5693,8593.28,18,2.71,3.1,2080
4711,Charlie,55,90655,Marketing,16671,3124.63,97,2.56,1.8,2031
4712,Charlie,52,57247,Admin,18582,26907.41,76,3.96,42.4,1569
4713,Helen,63,118876,Marketing,17034,2908.7,54,3.22,20.5,742
4714,Alice,33,38312,Sales,17273,25345.93,16,3.41,16.8,2426
4715,David,49,115051,Sales,2718,27019.73,82,3.1,6.0,5305
4716,Grace,41,34077,Admin,19509,11236.94,74,1.27,14.2,7487
4717,Charlie,64,69064,Admin,2030,22360.78,93,2.13,15.3,4327
4718,Helen,23,82723,Finance,19368,4060.36,27,1.8,4.1,2813
4719,Charlie,19,22209,Admin,18915,21903.01,89,4.68,48.2,653
4720,Helen,59,30607,Admin,11231,10225.17,82,3.63,24.9,6735
4721,Charlie,32,47750,Finance,5992,26132.84,98,1.79,21.5,3467
4722,David,28,62278,HR,17563,11273.46,70,1.45,33.3,6134
4723,David,27,91123,Sales,6518,33595.0,80,3.88,48.7,7989
4724,Eva,63,66730,Finance,16550,41991.77,65,2.19,27.9,5269
4725,Charlie,24,119351,Admin,8145,41228.44,10,4.4,19.2,5586
4726,Charlie,26,72364,Sales,8043,5502.46,71,1.57,17.1,3288
4727,Charlie,27,50052,IT,4638,618.63,86,3.09,24.9,5336
4728,Bob,57,95441,HR,8674,49195.92,36,2.23,41.9,2468
4729,Grace,50,103928,IT,17671,6192.91,72,2.59,43.8,3920
4730,Bob,41,53986,Finance,13963,40013.99,76,4.12,32.6,4686
4731,Bob,61,74506,HR,15636,21719.81,82,3.7,26.5,5221
4732,Frank,51,54406,IT,5880,42697.37,91,2.23,29.0,6133
4733,Alice,40,78658,Marketing,15437,21812.62,25,2.19,6.2,5387
4734,Charlie,60,34136,Marketing,12414,10033.06,34,2.79,6.9,1741
4735,Eva,38,76542,Admin,14998,18826.88,98,1.64,29.2,7275
4736,Bob,53,41463,Finance,6955,8852.02,22,1.55,13.0,4239
4737,Eva,29,114581,IT,19546,1816.54,9,2.4,1.6,976
4738,Grace,57,93613,HR,7026,9443.06,23,3.09,32.2,3180
4739,Frank,21,83401,IT,8713,8949.61,99,4.44,36.9,6145
4740,Charlie,62,95933,Admin,15307,11355.92,67,3.66,9.8,699
4741,Helen,63,88472,HR,9712,37504.81,55,3.86,48.3,5949
4742,Alice,46,63581,Admin,15146,1786.23,4,2.72,11.6,5529
4743,Frank,62,50216,HR,5286,20456.57,82,1.5,44.4,840
4744,Helen,49,86827,IT,15099,5493.97,21,2.83,30.5,7307
4745,Eva,23,95885,HR,8698,41071.89,54,4.9,28.2,5732
4746,Alice,34,113844,Admin,19219,19170.64,87,3.6,8.9,4230
4747,David,44,53675,Finance,1117,43297.12,86,3.06,26.9,4348
4748,Eva,21,108610,Finance,15875,18267.45,73,1.6,7.9,7136
4749,Alice,44,77436,Finance,17624,22406.31,51,2.94,22.2,7861
4750,Bob,26,69757,Sales,16805,1570.09,69,2.55,9.1,4803
4751,Charlie,19,22062,Finance,11998,23710.68,49,2.51,5.8,2360
4752,David,35,67391,Marketing,2122,42701.72,54,3.27,11.0,1077
4753,Eva,64,103470,HR,11306,7795.33,24,3.04,14.7,6557
4754,Eva,23,57851,Admin,3184,26565.74,96,3.39,32.9,2462
4755,Helen,59,48333,Sales,16194,42016.53,25,1.32,24.6,7634
4756,Grace,29,83071,Finance,8220,14961.62,42,1.47,41.7,3218
